Nama CPU,CPU Mark
Intel Xeon Platinum 8275CL  3.00GHz,"40,794"
Intel Xeon Platinum 8280  2.70GHz,"36,830"
Intel Xeon Platinum 8280M  2.70GHz,"37,665"
Intel Xeon Platinum 8347C  2.10GHz,"49,386"
Intel Xeon Platinum 8358  2.60GHz,"54,416"
Intel Xeon Platinum 8360Y  2.40GHz,"54,078"
Intel Xeon Platinum 8362  2.80GHz,"56,787"
Intel Xeon Platinum 8368Q  2.60GHz,"46,681"
Intel Xeon Platinum 8375C  2.90GHz,"56,202"
Intel Xeon Platinum 8380  2.30GHz,"62,318"
Intel Xeon Platinum 8454H,"62,347"
Intel Xeon Platinum 8461V,"74,982"
Intel Xeon Platinum 8470 2.00GHz,"89,850"
Intel Xeon Platinum 8475B,"3,280"
Intel Xeon Platinum 8481C  2.70GHz,"11,681"
Intel Xeon Platinum 8488C,"88,667"
Intel Xeon Platinum 8562Y+,"50,189"
Intel Xeon Platinum 8568Y+,"79,683"
Intel Xeon Platinum 8570,"93,722"
Intel Xeon Platinum 8571N,"68,385"
Intel Xeon Platinum 8575C,"3,342"
Intel Xeon Platinum 8581C  2.30GHz,"8,040"
Intel Xeon Platinum 8592+,"84,013"
Intel Xeon Platinum P 8124  3.00GHz,"22,674"
Intel Xeon Silver 4108  1.80GHz,"9,177"
Intel Xeon Silver 4109T  2.00GHz,"10,348"
Intel Xeon Silver 4110  2.10GHz,"10,312"
Intel Xeon Silver 4112  2.60GHz,"6,512"
Intel Xeon Silver 4114  2.20GHz,"13,097"
Intel Xeon Silver 4116  2.10GHz,"14,918"
Intel Xeon Silver 4116T  2.10GHz,"15,187"
Intel Xeon Silver 4123  3.00GHz,"14,405"
Intel Xeon Silver 4208  2.10GHz,"11,040"
Intel Xeon Silver 4209T  2.20GHz,"11,080"
Intel Xeon Silver 4210  2.20GHz,"13,672"
Intel Xeon Silver 4210R  2.40GHz,"15,188"
Intel Xeon Silver 4214  2.20GHz,"16,472"
Intel Xeon Silver 4214R  2.40GHz,"17,606"
Intel Xeon Silver 4214Y  2.20GHz,"16,442"
Intel Xeon Silver 4215  2.50GHz,"13,728"
Intel Xeon Silver 4215R  3.20GHz,"14,683"
Intel Xeon Silver 4216  2.10GHz,"20,915"
Intel Xeon Silver 4216R  2.20GHz,"24,027"
Intel Xeon Silver 4309Y  2.80GHz,"18,718"
Intel Xeon Silver 4310  2.10GHz,"21,903"
Intel Xeon Silver 4310T  2.30GHz,"20,665"
Intel Xeon Silver 4314  2.40GHz,"29,095"
Intel Xeon Silver 4316  2.30GHz,"32,556"
Intel Xeon Silver 4410T,"27,245"
Intel Xeon Silver 4410Y,"24,895"
Intel Xeon Silver 4416+,"44,140"
Intel Xeon Silver 4509Y,"18,749"
Intel Xeon Silver 4510,"33,052"
Intel Xeon Silver 4510T,"29,119"
Intel Xeon Silver 4514Y,"30,452"
Intel Xeon W 10855M  2.80GHz,"12,343"
Intel Xeon W 10885M  2.40GHz,"15,438"
Intel Xeon W 11155MLE  1.80GHz,"8,502"
Intel Xeon W 11555MLE  1.90GHz,"11,670"
Intel Xeon W 11555MRE  2.60GHz,"17,484"
Intel Xeon W 11855M  3.20GHz,"17,645"
Intel Xeon W 11865MLE  1.50GHz,"15,917"
Intel Xeon W 11865MRE  2.60GHz,"19,589"
Intel Xeon W 11955M  2.60GHz,"21,726"
Intel Xeon W 1250  3.30GHz,"13,661"
Intel Xeon W 1250E  3.50GHz,"12,039"
Intel Xeon W 1250P  4.10GHz,"14,162"
Intel Xeon W 1270  3.40GHz,"17,497"
Intel Xeon W 1270E  3.40GHz,"18,635"
Intel Xeon W 1270P  3.80GHz,"17,870"
Intel Xeon W 1270TE  2.00GHz,"13,553"
Intel Xeon W 1290  3.20GHz,"20,112"
Intel Xeon W 1290E  3.50GHz,"19,060"
Intel Xeon W 1290P  3.70GHz,"22,373"
Intel Xeon W 1290T  1.90GHz,"18,409"
Intel Xeon W 1290TE  1.80GHz,"14,505"
Intel Xeon W 1350  3.30GHz,"18,757"
Intel Xeon W 1350P  4.00GHz,"19,611"
Intel Xeon W 1370  2.90GHz,"22,948"
Intel Xeon W 1370P  3.60GHz,"23,522"
Intel Xeon W 1390  2.80GHz,"23,902"
Intel Xeon W 1390P  3.50GHz,"25,016"
Intel Xeon W 2102  2.90GHz,"5,080"
Intel Xeon W 2104  3.20GHz,"5,530"
Intel Xeon W 2123  3.60GHz,"8,524"
Intel Xeon W 2125  4.00GHz,"9,999"
Intel Xeon W 2133  3.60GHz,"12,626"
Intel Xeon W 2135  3.70GHz,"14,404"
Intel Xeon W 2140B  3.20GHz,"17,310"
Intel Xeon W 2145  3.70GHz,"18,014"
Intel Xeon W 2150B  3.00GHz,"20,486"
Intel Xeon W 2155  3.30GHz,"20,931"
Intel Xeon W 2170B  2.50GHz,"24,448"
Intel Xeon W 2175  2.50GHz,"23,507"
Intel Xeon W 2191B  2.30GHz,"28,315"
Intel Xeon W 2195  2.30GHz,"27,977"
Intel Xeon W 2223  3.60GHz,"8,600"
Intel Xeon W 2225  4.10GHz,"10,427"
Intel Xeon W 2235  3.80GHz,"14,229"
Intel Xeon W 2245  3.90GHz,"19,432"
Intel Xeon W 2255  3.70GHz,"22,484"
Intel Xeon W 2265  3.50GHz,"25,668"
Intel Xeon W 2275  3.30GHz,"27,988"
Intel Xeon W 2295  3.00GHz,"30,986"
Intel Xeon W 3175X  3.10GHz,"46,125"
Intel Xeon W 3223  3.50GHz,"16,957"
Intel Xeon W 3225  3.70GHz,"18,251"
Intel Xeon W 3235  3.30GHz,"25,539"
Intel Xeon W 3245  3.20GHz,"31,089"
Intel Xeon W 3245M  3.20GHz,"28,494"
Intel Xeon W 3265  2.70GHz,"30,105"
Intel Xeon W 3265M  2.70GHz,"35,506"
Intel Xeon W 3275  2.50GHz,"41,267"
Intel Xeon W 3275M  2.50GHz,"40,419"
Intel Xeon W 3323  3.50GHz,"27,822"
Intel Xeon W 3335  3.40GHz,"39,293"
Intel Xeon W 3345  3.00GHz,"48,140"
Intel Xeon W 3365  2.70GHz,"57,312"
Intel Xeon W 3375  2.50GHz,"59,091"
Intel Xeon w3 2423,"15,759"
Intel Xeon w3 2425,"18,695"
Intel Xeon w3 2435,"26,492"
Intel Xeon w3 2525,"28,641"
Intel Xeon w3 2535,"33,336"
Intel Xeon W3503  2.40GHz,"1,125"
Intel Xeon W3505  2.53GHz,"1,163"
Intel Xeon W3520  2.67GHz,"2,939"
Intel Xeon W3530  2.80GHz,"3,059"
Intel Xeon W3540  2.93GHz,"3,139"
Intel Xeon W3550  3.07GHz,"3,251"
Intel Xeon W3565  3.20GHz,"3,391"
Intel Xeon W3570  3.20GHz,"3,267"
Intel Xeon W3580  3.33GHz,"3,638"
Intel Xeon W3670  3.20GHz,"6,424"
Intel Xeon W3680  3.33GHz,"7,024"
Intel Xeon W3690  3.47GHz,"7,181"
Intel Xeon w5 2445,"32,213"
Intel Xeon w5 2455X,"37,240"
Intel Xeon w5 2465X,"45,269"
Intel Xeon w5 2545,"40,882"
Intel Xeon w5 2555X,"47,638"
Intel Xeon w5 2565X,"52,046"
Intel Xeon w5 3423,"28,172"
Intel Xeon w5 3425,"36,178"
Intel Xeon w5 3433,"32,738"
Intel Xeon w5 3435X,"45,546"
Intel Xeon w5 3525,"45,311"
Intel Xeon w5 3535X,"52,774"
Intel Xeon W5580  3.20GHz,"3,459"
Intel Xeon W5590  3.33GHz,"3,342"
Intel Xeon w7 2475X,"53,211"
Intel Xeon w7 2495X,"57,208"
Intel Xeon w7 2575X,"52,296"
Intel Xeon w7 2595X,"66,049"
Intel Xeon w7 3445,"48,991"
Intel Xeon w7 3455,"54,925"
Intel Xeon w7 3465X,"62,698"
Intel Xeon w7 3545,"58,453"
Intel Xeon w7 3565X,"70,854"
Intel Xeon w9 3475X,"65,421"
Intel Xeon w9 3495X,"90,456"
Intel Xeon w9 3575X,"82,507"
Intel Xeon w9 3595X,"98,177"
Intel Xeon X3210  2.13GHz,"1,293"
Intel Xeon X3220  2.40GHz,"1,973"
Intel Xeon X3230  2.66GHz,"2,052"
Intel Xeon X3320  2.50GHz,"2,082"
Intel Xeon X3323  2.50GHz,"2,030"
Intel Xeon X3330  2.66GHz,"2,102"
Intel Xeon X3350  2.66GHz,"2,263"
Intel Xeon X3353  2.66GHz,"2,283"
Intel Xeon X3360  2.83GHz,"2,424"
Intel Xeon X3363  2.83GHz,"2,382"
Intel Xeon X3370  3.00GHz,"2,544"
Intel Xeon X3380  3.16GHz,"2,568"
Intel Xeon X3430  2.40GHz,"2,316"
Intel Xeon X3440  2.53GHz,"2,769"
Intel Xeon X3450  2.67GHz,"2,877"
Intel Xeon X3460  2.80GHz,"2,955"
Intel Xeon X3470  2.93GHz,"3,340"
Intel Xeon X3480  3.07GHz,"3,327"
Intel Xeon X5260  3.33GHz,"1,278"
Intel Xeon X5270  3.50GHz,"1,524"
Intel Xeon X5272  3.40GHz,"1,451"
Intel Xeon X5355  2.66GHz,"2,033"
Intel Xeon X5365  3.00GHz,"2,331"
Intel Xeon X5450  3.00GHz,"2,416"
Intel Xeon X5460  3.16GHz,"2,582"
Intel Xeon X5470  3.33GHz,"2,869"
Intel Xeon X5472  3.00GHz,"2,243"
Intel Xeon X5482  3.20GHz,"2,755"
Intel Xeon X5492  3.40GHz,"2,912"
Intel Xeon X5550  2.67GHz,"3,036"
Intel Xeon X5560  2.80GHz,"3,221"
Intel Xeon X5570  2.93GHz,"3,306"
Intel Xeon X5647  2.93GHz,"4,441"
Intel Xeon X5650  2.67GHz,"5,742"
Intel Xeon X5660  2.80GHz,"5,979"
Intel Xeon X5667  3.07GHz,"4,697"
Intel Xeon X5670  2.93GHz,"6,160"
Intel Xeon X5672  3.20GHz,"5,036"
Intel Xeon X5675  3.07GHz,"6,415"
Intel Xeon X5677  3.47GHz,"5,054"
Intel Xeon X5679  3.20GHz,"7,095"
Intel Xeon X5680  3.33GHz,"6,910"
Intel Xeon X5687  3.60GHz,"5,367"
Intel Xeon X5690  3.47GHz,"7,032"
Intel Xeon X5698  4.40GHz,"3,447"
Intel Xeon X6550  2.00GHz,"1,936"
JLQ JR510,"1,049"
KX U65802.5GHz,"3,416"
"lisa based Qualcomm Technologies, Inc. SM7325","5,457"
Loongson 3A6000,"1,423"
M7221,760
Manta,356
"Mars based on Qualcomm Technologies, Inc SM8350","5,230"
MediaTek Dimensity 1000+ (MT6889),"4,892"
Mediatek Dimensity 7025 (MT6855),"4,576"
Mediatek Dimensity 7200 Pro (MT6886),"4,734"
Mediatek Dimensity 7300 Ultra (MT6878),"6,350"
Mediatek Dimensity 8200 Ultimate (MT6896),"7,463"
Mediatek Dimensity 8350 (MT6897),"7,379"
Mediatek Dimensity 8400 Turbo (MT6899),"8,865"
MediaTek Dimensity 900 (MT6877),"4,870"
Mediatek Dimensity 9200 (MT6985),"7,999"
Mediatek Dimensity 9400 (MT6991),"11,695"
Mediatek DM700,"4,471"
MediaTek G70 (MT6769V/CB),"2,441"
MediaTek G70 (MT6769V/WB),"2,192"
MediaTek G80 (MT6769T),"2,609"
MediaTek G80 (MT6769V/CT),"2,499"
MediaTek G80 (MT6769V/CU),"2,717"
MediaTek G85 (MT6769Z),"2,770"
MediaTek G88 (MT6769H),"2,712"
MediaTek G99 Ultimate (MT6789),"4,176"
Mediatek Kompanio 1380,"4,404"
MediaTek Kompanio 520/528 (MT8186/MT8186T),"3,723"
MediaTek Kompanio 540 (MT8189),"3,294"
Mediatek Kompanio 838 MT8188,"5,343"
Mediatek Kompanio Ultra 910,"13,691"
MediaTek MT6735,581
MediaTek MT6737,477
MediaTek MT6737M,465
MediaTek MT6737T,712
Mediatek MT6739,611
Mediatek MT6739W,251
MediaTek MT6739WA,415
MediaTek MT6739WW,478
MediaTek MT6750,"1,054"
MediaTek MT6750T,"1,187"
MediaTek MT6750V/WT,"1,153"
MediaTek MT6753,951
MediaTek MT6753T,"1,149"
MediaTek MT6757CD,"1,782"
MediaTek MT6757V,"1,804"
Mediatek MT6761,"1,021"
Mediatek MT6761V/CAB,"1,074"
MediaTek MT6761V/WBB,812
Mediatek MT6761V/WD,762
MediaTek MT6761V/WE,750
Mediatek MT6762,"1,798"
MediaTek MT6762G,"1,248"
MediaTek MT6762V/CA,"1,324"
MediaTek MT6762V/CB,"1,641"
MediaTek MT6762V/CN,637
MediaTek MT6762V/WA,"1,477"
MediaTek MT6762V/WB,"1,500"
MediaTek MT6762V/WD,"1,596"
MediaTek MT6762V/WR,"1,547"
MediaTek MT6763V/CE,"2,130"
MediaTek MT6763V/V,"1,578"
Mediatek MT6765,"1,698"
MediaTek MT6765G,"1,682"
Mediatek MT6765H,"2,058"
MediaTek MT6765V/CA,"1,845"
MediaTek MT6765V/CB,"1,915"
Mediatek MT6765V/WA,"2,186"
Mediatek MT6765V/WB,"1,823"
Mediatek MT6765V/XBA,"1,738"
Mediatek MT6768,"2,847"
Mediatek MT6768G,"3,232"
MediaTek MT6768V/CA,"2,351"
Mediatek MT6769,"2,811"
Mediatek MT6769V/CB,"2,774"
MediaTek MT6771V/C,"2,676"
MediaTek MT6771V/CT,"2,673"
MediaTek MT6771V/W,"2,462"
MediaTek MT6771V/WM,"2,286"
MediaTek MT6771V/WT,"2,374"
Mediatek MT6779,"3,423"
MediaTek MT6779V/CE,"3,112"
MediaTek MT6779V/CU,"2,683"
MediaTek MT6779V/CV,"2,745"
Mediatek MT6781,"3,852"
Mediatek MT6781V/CD,"4,040"
Mediatek MT6781V/CDZAMB H,"4,160"
Mediatek MT6785,"3,731"
MediaTek MT6785V/CC,"3,425"
MediaTek MT6785V/CD,"3,649"
Mediatek MT6789V/CD,"4,273"
MediaTek MT6797,"1,903"
MediaTek MT6797T,"1,605"
MediaTek MT6797X,"2,248"
Mediatek MT6833,"4,118"
Mediatek MT6833G,"4,532"
Mediatek MT6833GP,"4,433"
Mediatek MT6833P,"3,745"
Mediatek MT6833V/NZA,"3,609"
Mediatek MT6833V/PNZA,"4,060"
Mediatek MT6833V/ZA,"4,219"
Mediatek MT6853,"4,611"
MediaTek MT6853T,"3,549"
Mediatek MT6853V/NZA,"3,937"
Mediatek MT6853V/TNZA,"4,171"
MediaTek MT6873,"4,074"
Mediatek MT6875,"5,258"
Mediatek MT6877V/TTZA,"4,943"
Mediatek MT6877V/TZA,"4,660"
MediaTek MT6879,"5,369"
Mediatek MT6879V/ZA,"4,662"
Mediatek MT6879V_T/ZA,"5,186"
Mediatek MT6883Z/CZA,"5,914"
Mediatek MT6891,"5,435"
Mediatek MT6891Z/CZA,"6,644"
Mediatek MT6891Z_T/CZA,"7,171"
Mediatek MT6891Z_Z/CZA,"6,508"
Mediatek MT6893,"6,375"
Mediatek MT6893Z_T/CZA,"6,333"
MediaTek MT6895,"7,535"
Mediatek MT6895Z/TCZA,"6,732"
Mediatek MT6895Z_A/TCZA,"7,554"
Mediatek MT6895Z_B/TCZA,"7,044"
MediaTek MT6983,"6,733"
Mediatek MT6983W/CZA,"9,136"
Mediatek MT6983Z/CZA,"7,726"
Mediatek MT6989,"10,944"
MediaTek MT8163,628
MediaTek MT8166B,977
MediaTek MT8167B,403
MediaTek MT8168,"1,029"
MediaTek MT8168A,712
Mediatek MT8168B,795
Mediatek MT8173,"1,366"
Mediatek MT8175B,592
MediaTek MT8183,"2,577"
MediaTek MT8188,"4,158"
Mediatek MT8192,"5,172"
Mediatek MT8195,"8,419"
Mediatek MT8195AV,"6,251"
Mediatek MT8365,"1,156"
Mediatek MT8370AV/A,"4,107"
Mediatek MT8390AV/A,"4,943"
Mediatek MT8696,740
MediaTek MT8735B,418
Mediatek MT8755,"4,859"
Mediatek MT8765WA,569
Mediatek MT8766A,979
Mediatek MT8766B,"1,124"
Mediatek MT8768,"1,957"
Mediatek MT8768A,"1,524"
Mediatek MT8768CA,"1,978"
MediaTek MT8768CT,"2,042"
Mediatek MT8768CX,"2,274"
Mediatek MT8768N,"2,382"
MediaTek MT8768WA,"1,715"
Mediatek MT8768WE,"1,667"
MediaTek MT8768WT,"2,001"
Mediatek MT8771V/PZA,"4,414"
Mediatek MT8781V/CA,"4,113"
Mediatek MT8781V/NA,"4,293"
Mediatek MT8786,"2,560"
Mediatek MT8786V/CT,"3,100"
Mediatek MT8786V/N,"3,179"
Mediatek MT8788,"3,330"
Mediatek MT8789,"6,640"
Mediatek MT8789V/CT,"3,946"
Mediatek MT8789V/T,"4,199"
Mediatek MT8791,"5,305"
Mediatek MT8791V/HZA,"4,974"
Mediatek MT8791V/TN,"4,809"
Mediatek MT8791V/TZA,"2,284"
Mediatek MT8792,"7,980"
Mediatek MT8797Z/CNZA,"7,264"
Mediatek MT8798Z/CNZA,"9,110"
Mediatek MT9676,635
Mediatek t50,948
Microsoft SQ1  3.0 GHz,"6,039"
Microsoft SQ2  3.15 GHz,"6,577"
Microsoft SQ3  3.0 GHz,"11,831"
Mobile AMD Athlon 2500+,241
Mobile AMD Athlon 4 2400+,233
Mobile AMD Athlon 64 3200+,326
Mobile AMD Athlon 64 3400+,333
Mobile AMD Athlon 64 3700+,356
Mobile AMD Athlon 64 4000+,313
Mobile AMD Athlon MP M 1800+,173
Mobile AMD Athlon MP M 2400+,192
Mobile AMD Athlon XP M 1600+,169
Mobile AMD Athlon XP M 1800+,193
Mobile AMD Athlon XP M 2000+,196
Mobile AMD Athlon XP M 2200+,237
Mobile AMD Athlon XP M 2400+,225
Mobile AMD Athlon XP M 2500+,226
Mobile AMD Athlon XP M 2600+,241
Mobile AMD Athlon XP M 2800+,238
Mobile AMD Athlon XP M 3000+,238
Mobile AMD Sempron 2100+,164
Mobile AMD Sempron 2600+,256
Mobile AMD Sempron 2800+,237
Mobile AMD Sempron 3000+,269
Mobile AMD Sempron 3100+,277
Mobile AMD Sempron 3200+,245
Mobile AMD Sempron 3300+,294
Mobile AMD Sempron 3400+,269
Mobile AMD Sempron 3500+,269
Mobile AMD Sempron 3600+,284
Mobile AMD Sempron 3800+,335
Mobile Intel Celeron 1.70GHz,118
Mobile Intel Celeron 1.80GHz,121
Mobile Intel Celeron 1333MHz,183
Mobile Intel Celeron 2.00GHz,133
Mobile Intel Celeron 2.20GHz,147
Mobile Intel Celeron 2.40GHz,154
Mobile Intel Pentium 4   M 1.70GHz,121
Mobile Intel Pentium 4   M 1.80GHz,119
Mobile Intel Pentium 4   M 2.00GHz,138
Mobile Intel Pentium 4   M 2.20GHz,143
Mobile Intel Pentium 4   M 2.40GHz,139
Mobile Intel Pentium 4 2.66GHz,182
Mobile Intel Pentium 4 2.80GHz,205
Mobile Intel Pentium 4 3.06GHz,220
Mobile Intel Pentium 4 3.20GHz,232
Mobile Intel Pentium 4 3.33GHz,344
Mobile Intel Pentium III   M 1200MHz,146
Mobile Intel Pentium III   M 933MHz,130
mocha,"1,125"
Montage Jintide C4215R,"14,672"
Montage Jintide C5418Y,"49,045"
msm8960dt,306
MT3561S,723
MT5893,702
MT6580,394
MT6580M,365
MT6592,521
MT6592T,"1,056"
MT6735M,308
MT6735P,384
MT6737H,528
MT6738,692
MT6739,579
MT6739CH,533
MT6739CW,545
MT6739WM,338
MT6750V/C,"1,388"
MT6750V/CS,955
MT6750V/CT,"1,544"
MT6750V/DN,"1,271"
MT6750V/W,845
MT6750V/WS,934
MT6752,"1,728"
MT6752M,"1,735"
MT6755,"1,278"
MT6755BM,"1,070"
MT6755M,"1,229"
MT6755V/B,"1,530"
MT6755V/BM,"1,336"
MT6755V/C,"1,554"
MT6755V/CM,"1,426"
MT6755V/W,"1,608"
MT6755V/WM,"1,090"
MT6755V/WS,"1,389"
MT6757W,"1,941"
MT6757WD,"1,771"
MT6757WH,"1,161"
MT6761,912
MT6761V/CAB,818
MT6761V/CBB,910
MT6761V/CD,784
MT6761V/WAB,816
MT6761V/WB,988
MT6761V/WD,580
MT6762,"1,735"
mt6762m,538
MT6762V/CR,"1,022"
MT6763V/B,"1,633"
MT6763V/CT,"1,832"
MT6763V/WT,"1,375"
MT6765,"1,908"
MT6765H,"2,074"
MT6765V/WA,"1,808"
MT6765V/WB,"1,917"
MT6765V/XBA,"2,220"
MT6768G,"2,838"
MT6769,"2,793"
MT6769V,"2,229"
MT6771V/CL,"3,079"
MT6771V/WL,"2,299"
mt6779,"2,251"
MT6781,"3,882"
MT6781V/CD,"3,969"
MT6781V/CDZAMB H,"3,988"
MT6785,"3,566"
MT6795,"1,197"
MT6795M,968
MT6795MM,618
MT6795T,"1,007"
MT6797D,758
MT6797M,"2,191"
MT6833,"3,773"
MT6833GP,"3,238"
MT6833P,"4,124"
MT6833V/NZA,"3,661"
MT6833V/PNZA,"4,135"
MT6833V/ZA,"4,098"
MT6853V/NZA,"3,336"
MT6853V/TNZA,"3,625"
MT6853V/ZA,"3,505"
MT6875,"4,393"
MT6877T,"4,548"
MT6877V/TTZA,"5,154"
MT6877V/TZA,"4,835"
MT6877V_T/TTZA,"5,525"
MT6883Z/CZA,"5,665"
MT6891,"5,817"
MT6891Z/CZA,"6,025"
MT6893,"5,102"
MT6893Z/CZA,"6,472"
MT6893Z_A/CZA,"6,050"
MT6893Z_B/CZA,"6,371"
MT6893Z_C/CZA,"6,139"
MT6893Z_D/CZA,"5,701"
MT6893Z_Z/CZA,"6,485"
MT6969T,"2,228"
MT8127,429
MT8161A,818
MT8161AA,857
MT8161AB,700
MT8161P,542
MT8165,962
MT8167A,478
MT8167D,532
MT8168B,"1,056"
MT8168M,902
MT8169A,"2,025"
MT8173,804
MT8175B,"1,199"
MT8176,"1,406"
MT8188JV/A,"5,130"
MT8195AV/ZA,"5,935"
MT8365,889
MT8395AV/ZA,"2,410"
MT8667,"3,235"
MT8696,738
MT8732T,"1,083"
MT8735,662
MT8735A,655
MT8735M,388
MT8735P,572
MT8735T,704
MT8765WA,567
MT8765WB,468
MT8766A,956
MT8766B,843
MT8768CA,"1,912"
MT8768WB,"1,074"
MT8768WD,"1,122"
MT8768WE,"1,350"
MT8771V/PZA,"4,723"
MT8783,"1,039"
MT8786V/CA,"3,128"
MT8786V/N,"2,992"
MT8788,"2,860"
MT8789V/CT,"4,119"
MT8789V/T,"4,111"
MT8791V/TN,"4,850"
MT8797Z/CNZA,"6,550"
MT9950,845
MTK6757,"1,158"
MTK8257,842
Nakamichi,353
Neoverse N1,117
Nvidia Tegra T132,"1,242"
Nvidia Tegra T210,"1,746"
nxp IMX8MP,918
nxp IMX8MQ,831
"Odin based on Qualcomm Technologies, Inc SM8350","6,458"
OMAP4 Espresso board,98
P22,"1,908"
Pentium Dual Core E6000  3.46GHz,"1,472"
Pentium Dual Core T4200  2.00GHz,775
Pentium Dual Core T4300  2.10GHz,903
Pentium Dual Core T4500  2.30GHz,955
PXA1908,486
QCT APQ8064 AWIFI,382
QCT APQ8064 DEB,453
QCT APQ8064 FLO,566
QCT APQ8064 MAKO,399
QCT APQ8064 MTP,389
QTI MSM8937,"2,142"
QTI MSM8953,"2,065"
QTI QCM2290,"1,078"
QTI QCM4290,"2,512"
QTI QCM4325,"2,526"
QTI QCM4490,"5,132"
QTI QCM5430,"4,006"
QTI QCS4490,"5,179"
QTI QCS5430,"3,760"
QTI QCS8550,"10,487"
QTI QM215,563
QTI SDM439,"1,560"
QTI SDM450,"1,680"
QTI SDM660,"2,623"
QTI SDM845,"3,713"
QTI SG4250P,"5,191"
QTI SG8175P,"6,713"
QTI SG8275,"10,036"
QTI SM4250,"2,631"
QTI SM4350,"3,709"
QTI SM4375,"3,882"
QTI SM4450,"4,149"
QTI SM4635,"3,864"
QTI SM611,"3,085"
QTI SM6115,"2,879"
QTI SM6125,"2,876"
QTI SM6150,"3,367"
QTI SM6225,"3,472"
QTI SM6350,"4,120"
QTI SM6375,"4,183"
QTI SM6450,"5,833"
QTI SM6450P,"6,321"
QTI SM6475,"5,970"
QTI SM6650,"6,356"
QTI SM7125,"3,877"
QTI SM7150,"3,733"
QTI SM7225,"4,280"
QTI SM7250,"4,216"
QTI SM7325,"5,925"
QTI SM7350,"5,634"
QTI SM7435,"5,683"
QTI SM7450,"5,548"
QTI SM7475,"7,246"
QTI SM7550,"6,789"
QTI SM7635,"6,086"
QTI SM7675,"8,217"
QTI SM8150,"5,356"
QTI SM8250,"6,584"
QTI SM8350,"6,496"
QTI SM8450,"6,405"
QTI SM8475,"7,326"
QTI SM8550,"9,044"
QTI SM8635,"8,247"
QTI SM8650,"11,366"
QTI SM8735,"11,489"
QTI SM8750,"12,449"
QTI SM8750P,"13,872"
QTI SM8850,"14,883"
Qualcomm,"1,354"
Qualcomm APQ 8084 (Flattened Device Tree),741
Qualcomm APQ8026,330
Qualcomm APQ8084,618
Qualcomm MSM 8939 HUAWEI KIW L21,"1,088"
Qualcomm MSM 8939 HUAWEI KIW L24,"1,065"
Qualcomm MSM 8939 HUAWEI TEXAS A1,"1,085"
Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,566
Qualcomm MSM8212,378
Qualcomm MSM8226,344
Qualcomm MSM8228,332
Qualcomm MSM8626,294
Qualcomm MSM8916,424
Qualcomm MSM8917,656
Qualcomm MSM8926,310
Qualcomm MSM8928,367
Qualcomm MSM8937,"1,047"
Qualcomm MSM8939,"1,180"
Qualcomm MSM8953,"1,589"
Qualcomm MSM8956,"2,127"
Qualcomm MSM8974,740
Qualcomm MSM8974PRO AA,763
Qualcomm MSM8974PRO AB,692
Qualcomm MSM8974PRO AC,663
Qualcomm MSM8976,"1,749"
Qualcomm MSM8992,"1,268"
Qualcomm MSM8994,785
Qualcomm MSM8996,"1,455"
Qualcomm MSM8996PRO AB,"1,667"
Qualcomm MSM8998,"3,540"
Qualcomm QCM6490,"6,186"
Qualcomm QCS5430,"4,693"
Qualcomm QCS6490,"6,158"
Qualcomm SA8155P,"4,770"
Qualcomm SA8195P,"5,445"
Qualcomm SA8255P,"5,583"
Qualcomm SC7180,"3,584"
Qualcomm SC7180P,"4,347"
Qualcomm SDM439,"2,151"
Qualcomm SDM450,"2,808"
Qualcomm SDM630,"2,429"
Qualcomm SDM660,"2,461"
Qualcomm SDM670,"3,254"
Qualcomm SDM845,"4,398"
Qualcomm SM4250,"2,550"
Qualcomm SM4350,"3,577"
Qualcomm SM6115,"3,107"
Qualcomm SM6125,"2,938"
Qualcomm SM6150,"3,509"
Qualcomm SM6225,"3,781"
Qualcomm SM6375,"4,669"
Qualcomm SM7125,"3,788"
Qualcomm SM7150,"4,093"
Qualcomm SM7250,"3,960"
Qualcomm SM7325,"6,031"
Qualcomm SM8150,"5,738"
Qualcomm SM8250,"6,690"
Qualcomm SM8350,"6,564"
Qualcomm Snapdragon 808 (8992),720
Qualcomm Snapdragon 810,"1,316"
Qualcomm Snapdragon X Elite   X1E 78 100,"22,797"
Qualcomm Snapdragon X Elite   X1E 80 100,"22,891"
Qualcomm Snapdragon X Elite   X1E 84 100,"24,763"
Qualcomm Snapdragon X Elite   X1E001DE,"31,863"
Qualcomm Snapdragon X Plus X1P 64 100,"21,353"
Qualcomm SXR2230P,"3,829"
"Qualcomm Technologies, Inc","3,865"
"Qualcomm Technologies, Inc 450","1,978"
"Qualcomm Technologies, Inc APQ8009",346
"Qualcomm Technologies, Inc APQ8016",415
"Qualcomm Technologies, Inc APQ8017",558
"Qualcomm Technologies, Inc APQ8053","2,139"
"Qualcomm Technologies, Inc APQ8076","1,673"
"Qualcomm Technologies, Inc APQ8094","1,564"
"Qualcomm Technologies, Inc APQ8096","1,743"
"Qualcomm Technologies, Inc APQ8096pro",730
"Qualcomm Technologies, Inc ATOLL AB","3,504"
"Qualcomm Technologies, Inc BENGAL","2,456"
"Qualcomm Technologies, Inc BENGAL IOT","2,251"
"Qualcomm Technologies, Inc BENGALP","2,646"
"Qualcomm Technologies, Inc BENGALP IOT","3,127"
